row_no	sent_id	sentence	STARK Number of nodes	SyntComplex # tokens	nodes match?	STARK MDD	SyntComplex MDD raw	SyntComplex MDD rounded like STARK	MDD match?	STARK NDD	SyntComplex NDD raw	SyntComplex NDD rounded like STARK	NDD match?	STARK Max depth	SyntComplex MAXIMUM_TREE_DEPTH	Max depth match?	STARK N clauses	SyntComplex # clauses	N clauses match?	STARK N T-units	SyntComplex # T-units	N T-units match?	STARK Clauses/T-unit	SyntComplex Clauses/T-unit raw	SyntComplex Clauses/T-unit rounded like STARK	Clauses/T-unit match?	STARK example	STARK tree	mismatch note
5668	ssj237.1564.5668	Justin pripelje Janet v zanemarjen stanovanjski blok, kjer živi Les, ki izdeluje maske.	16	16	yes	1.92	1.9166666666666667	1.92	yes	0.94	0.9384393490328232	0.94	yes	6	6	yes	3.00	3	yes	1.00	1	yes	3.00	3.0	3.00	yes	A[Justin] B[pripelje] C[Janet] D[v] E[zanemarjen] F[stanovanjski] G[blok]H[,] I[kjer] J[živi] K[Les]L[,] M[ki] N[izdeluje] O[maske]P[.] 	Justin <nsubj pripelje >obj Janet >obl (v <case zanemarjen <amod stanovanjski <amod blok >acl (, <punct kjer <mark živi >nsubj (Les >acl (, <punct ki <mark izdeluje >obj maske)))) >punct .	
5669	ssj237.1564.5669	Janet želi, da bi Les naredil Justinu masko, s katero bi bil čim bolj podoben Dixiejinemu mrtvemu bratu Willu.	22	22	yes	2.50	2.5	2.50	yes	0.88	0.8754687373538999	0.88	yes	6	6	yes	3.00	3	yes	1.00	1	yes	3.00	3.0	3.00	yes	A[Janet] B[želi]C[,] D[da] E[bi] F[Les] G[naredil] H[Justinu] I[masko]J[,] K[s] L[katero] M[bi] N[bil] O[čim] P[bolj] Q[podoben] R[Dixiejinemu] S[mrtvemu] T[bratu] U[Willu]V[.] 	Janet <nsubj želi >ccomp (, <punct da <mark bi <aux Les <nsubj naredil >iobj Justinu >obj (masko >acl (, <punct (s <case katero) <obl bi <aux bil <cop (čim <advmod bolj) <advmod podoben >obj (Dixiejinemu <amod mrtvemu <amod bratu >nmod Willu)))) >punct .	
5670	ssj238.1565.5670	Konec meseca naj bi zavrteli naprave tudi v smučarskem središču Cerkno.	12	12	yes	2.00	2.0	2.00	yes	1.26	1.2628643221541278	1.26	yes	3	3	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Konec] B[meseca] C[naj] D[bi] E[zavrteli] F[naprave] G[tudi] H[v] I[smučarskem] J[središču] K[Cerkno]L[.] 	(Konec <case meseca) <obl naj <advmod bi <aux zavrteli >obj naprave >obl (tudi <advmod v <case smučarskem <amod središču >nmod Cerkno) >punct .	
5671	ssj238.1565.5671	Na Lomu, okoli 300 metrov stran od sedanjega akumulacijskega jezera, so zgradili še eno, v katerem bo trikrat več vode kot v obstoječem.	27	27	yes	2.55	2.5454545454545454	2.55	yes	1.93	1.9307406541099539	1.93	yes	7	7	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[Na] B[Lomu]C[,] D[okoli] E[300] F[metrov] G[stran] H[od] I[sedanjega] J[akumulacijskega] K[jezera]L[,] M[so] N[zgradili] O[še] P[eno]Q[,] R[v] S[katerem] T[bo] U[trikrat] V[več] W[vode] X[kot] Y[v] Z[obstoječem]A[.] 	(Na <case Lomu >appos (, <punct (okoli <advmod 300) <nummod metrov >nmod (stran <advmod od <case sedanjega <amod akumulacijskega <amod jezera) >punct ,)) <obl so <aux zgradili >obj (še <advmod eno >acl (, <punct (v <case katerem) <obl bo >nsubj ((trikrat <advmod več >obl (kot <case v <case obstoječem)) <det vode))) >punct .	
5672	ssj238.1565.5672	Jezero že polnijo z vodo, tako da bodo ob dovolj nizkih temperaturah pripravljeni za izdelavo kompaktnega snega.	19	19	yes	2.62	2.625	2.62	yes	0.97	0.9705196094103583	0.97	yes	5	5	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[Jezero] B[že] C[polnijo] D[z] E[vodo]F[,] G[tako] H[da] I[bodo] J[ob] K[dovolj] L[nizkih] M[temperaturah] N[pripravljeni] O[za] P[izdelavo] Q[kompaktnega] R[snega]S[.] 	Jezero <obj že <advmod polnijo >obl (z <case vodo) >conj (, <punct (tako >fixed da) <cc bodo <cop (ob <case (dovolj <advmod nizkih) <amod temperaturah) <obl pripravljeni >obl (za <case izdelavo >nmod (kompaktnega <amod snega))) >punct .	
5673	ssj238.1565.5673	Dokupili so nekaj snežnih topov, vseh imajo sedaj 45, zgradili so 30-metrski pomični trak, ki bo primeren predvsem za začetnike smučanja in smučarsko šolo.	30	30	yes	2.58	2.5833333333333335	2.58	yes	0.64	0.6399463604768267	0.64	yes	7	7	yes	4.00	4	yes	3.00	3	yes	1.33	1.3333333333333333	1.33	yes	A[Dokupili] B[so] C[nekaj] D[snežnih] E[topov]F[,] G[vseh] H[imajo] I[sedaj] J[45]K[,] L[zgradili] M[so] N[30]O[-]P[metrski] Q[pomični] R[trak]S[,] T[ki] U[bo] V[primeren] W[predvsem] X[za] Y[začetnike] Z[smučanja] A[in] B[smučarsko] C[šolo]D[.] 	Dokupili >aux so >obj (nekaj <det snežnih <amod topov) >parataxis (, <punct vseh <obj imajo >advmod sedaj >obl 45) >parataxis (, <punct zgradili >aux so >obj ((30 <nummod - <punct metrski) <amod pomični <amod trak >acl (, <punct ki <mark bo <cop primeren >advmod predvsem >obl (za <case začetnike >nmod smučanja >conj (in <cc smučarsko <amod šolo))))) >punct .	
5674	ssj238.1565.5674	Prav tako so na Lomu uredili novo progo, ki jo bodo uporabljali predvsem zahtevnejši smučarji.	17	17	yes	2.14	2.142857142857143	2.14	yes	1.45	1.45326834737476	1.45	yes	5	5	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[Prav] B[tako] C[so] D[na] E[Lomu] F[uredili] G[novo] H[progo]I[,] J[ki] K[jo] L[bodo] M[uporabljali] N[predvsem] O[zahtevnejši] P[smučarji]Q[.] 	(Prav <advmod tako) <advmod so <aux (na <case Lomu) <obl uredili >obj (novo <amod progo >acl (, <punct ki <mark jo <obj bodo <aux uporabljali >nsubj (predvsem <advmod zahtevnejši <amod smučarji))) >punct .	
5675	ssj238.1565.5675	Tisti, ki so jim smučarske karte ostale še od lanske sezone, pa jih bodo lahko brez doplačila zamenjali za nove, je povedala Majda Rojc.	28	28	yes	3.52	3.5217391304347827	3.52	yes	1.81	1.8066583059982813	1.81	yes	5	5	yes	3.00	3	yes	2.00	2	yes	1.50	1.5	1.50	yes	A[Tisti]B[,] C[ki] D[so] E[jim] F[smučarske] G[karte] H[ostale] I[še] J[od] K[lanske] L[sezone]M[,] N[pa] O[jih] P[bodo] Q[lahko] R[brez] S[doplačila] T[zamenjali] U[za] V[nove]W[,] X[je] Y[povedala] Z[Majda] A[Rojc]B[.] 	(Tisti >acl (, <punct ki <mark so <aux jim <iobj (smučarske <amod karte) <nsubj ostale >obl (še <advmod od <case lanske <amod sezone) >punct ,)) <nsubj pa <advmod jih <obj bodo <aux lahko <advmod (brez <case doplačila) <obl zamenjali >obl (za <case nove) >parataxis (, <punct je <aux povedala >nsubj (Majda >flat Rojc)) >punct .	
5676	ssj238.1566.5676	Potem ko se je Milan Zorman upokojil, je ostal v podjetju kot dragocen strokovni svetovalec oziroma siva eminenca.	20	20	yes	2.47	2.4705882352941178	2.47	yes	1.66	1.6634429442979786	1.66	yes	4	4	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[Potem] B[ko] C[se] D[je] E[Milan] F[Zorman] G[upokojil]H[,] I[je] J[ostal] K[v] L[podjetju] M[kot] N[dragocen] O[strokovni] P[svetovalec] Q[oziroma] R[siva] S[eminenca]T[.] 	((Potem >fixed ko) <mark se <expl je <aux (Milan >flat Zorman) <nsubj upokojil >punct ,) <advcl je <aux ostal >obl (v <case podjetju) >obl (kot <case dragocen <amod strokovni <amod svetovalec >conj (oziroma <cc siva <amod eminenca)) >punct .	
5677	ssj238.1566.5677	Vlogo direktorja ima ekonomistka Francka Zorman, troje mladih pa se ukvarja z operativnim vodenjem del.	17	17	yes	2.07	2.0714285714285716	2.07	yes	1.14	1.1405963087704687	1.14	yes	4	4	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[Vlogo] B[direktorja] C[ima] D[ekonomistka] E[Francka] F[Zorman]G[,] H[troje] I[mladih] J[pa] K[se] L[ukvarja] M[z] N[operativnim] O[vodenjem] P[del]Q[.] 	(Vlogo >nmod direktorja) <obj ima >nsubj (ekonomistka >nmod (Francka >flat Zorman)) >parataxis (, <punct (troje <nummod mladih) <nsubj pa <advmod se <expl ukvarja >obl (z <case operativnim <amod vodenjem >nmod del)) >punct .	
5678	ssj238.1566.5678	Toda univerzitetni diplomanti Irena in Matjaž z ekonomije ter Emil s strojništva vse pomembne odločitve sprejemajo skupaj.	18	18	yes	3.19	3.1875	3.19	yes	1.61	1.6133518117552368	1.61	yes	6	6	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Toda] B[univerzitetni] C[diplomanti] D[Irena] E[in] F[Matjaž] G[z] H[ekonomije] I[ter] J[Emil] K[s] L[strojništva] M[vse] N[pomembne] O[odločitve] P[sprejemajo] Q[skupaj]R[.] 	Toda <cc (univerzitetni <amod diplomanti >nmod (Irena >conj (in <cc Matjaž >nmod (z <case ekonomije)) >conj (ter <cc Emil >nmod (s <case strojništva)))) <nsubj (vse <det pomembne <amod odločitve) <obj sprejemajo >advmod skupaj >punct .	
5679	ssj238.1566.5679	Po prepričanju našega sogovornika, pa bi pri določanju njihovih funkcij, bi težko narisali diagram, saj so dejansko vsi eno.	23	23	yes	3.61	3.611111111111111	3.61	yes	1.52	1.515195467499715	1.52	yes	4	4	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[Po] B[prepričanju] C[našega] D[sogovornika]E[,] F[pa] G[bi] H[pri] I[določanju] J[njihovih] K[funkcij]L[,] M[bi] N[težko] O[narisali] P[diagram]Q[,] R[saj] S[so] T[dejansko] U[vsi] V[eno]W[.] 	(Po <case prepričanju >nmod (našega <det sogovornika)) <obl , <punct pa <advmod bi <aux (pri <case določanju >nmod (njihovih <det funkcij) >punct ,) <obl bi <aux težko <advmod narisali >obj diagram >conj (, <punct saj <cc so <cop dejansko <advmod vsi <nsubj eno) >punct .	
5680	ssj238.1567.5680	Mestne oblasti so tudi zatrdile, da bodo zagotovile dodatne varnostne ukrepe ob tradicionalnem newyorškem maratonu.	17	17	yes	2.36	2.357142857142857	2.36	yes	1.27	1.2667973891734579	1.27	yes	4	4	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[Mestne] B[oblasti] C[so] D[tudi] E[zatrdile]F[,] G[da] H[bodo] I[zagotovile] J[dodatne] K[varnostne] L[ukrepe] M[ob] N[tradicionalnem] O[newyorškem] P[maratonu]Q[.] 	(Mestne <amod oblasti) <nsubj so <aux tudi <advmod zatrdile >ccomp (, <punct da <mark bodo <aux zagotovile >obj (dodatne <amod varnostne <amod ukrepe) >obl (ob <case tradicionalnem <amod newyorškem <amod maratonu)) >punct .	
5681	ssj238.1567.5681	Udeležence že opozarjajo, naj med tekom ne jemljejo vode iz rok neznanih mimoidočih gledalcev.	16	16	yes	2.15	2.1538461538461537	2.15	yes	1.06	1.064525670351156	1.06	yes	5	5	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[Udeležence] B[že] C[opozarjajo]D[,] E[naj] F[med] G[tekom] H[ne] I[jemljejo] J[vode] K[iz] L[rok] M[neznanih] N[mimoidočih] O[gledalcev]P[.] 	Udeležence <iobj že <advmod opozarjajo >ccomp (, <punct naj <mark (med <case tekom) <obl ne <advmod jemljejo >obj vode >obl (iz <case rok >nmod (neznanih <amod mimoidočih <amod gledalcev))) >punct .	
5682	ssj238.1568.5682	Proga je tabornike vodila mimo desetih vodnjakov v starem mestnem jedru	11	11	yes	2.20	2.2	2.20	yes	1.06	1.055982366692698	1.06	yes	4	4	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Proga] B[je] C[tabornike] D[vodila] E[mimo] F[desetih] G[vodnjakov] H[v] I[starem] J[mestnem] K[jedru] 	Proga <nsubj je <aux tabornike <obj vodila >obl (mimo <case desetih <nummod vodnjakov >nmod (v <case starem <amod mestnem <amod jedru))	
5683	ssj238.1569.5683	Vindor razkriva našo identiteto.	5	5	yes	1.33	1.3333333333333333	1.33	yes	0.61	0.6081976621622466	0.61	yes	3	3	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Vindor] B[razkriva] C[našo] D[identiteto]E[.] 	Vindor <nsubj razkriva >obj (našo <det identiteto) >punct .	
5684	ssj238.1569.5684	Gre za dornberška vina.	5	5	yes	2.00	2.0	2.00	yes	0.14	0.1438410362258906	0.14	yes	3	3	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Gre] B[za] C[dornberška] D[vina]E[.] 	Gre >obl (za <case dornberška <amod vina) >punct .	
5685	ssj238.1569.5685	Seveda so tu še druge asociacije, kot zlato vino, vinska vrata, naš veter pa tudi zmagoslavje.	20	20	yes	2.60	2.6	2.60	yes	0.75	0.7450872458036413	0.75	yes	5	5	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Seveda] B[so] C[tu] D[še] E[druge] F[asociacije]G[,] H[kot] I[zlato] J[vino]K[,] L[vinska] M[vrata]N[,] O[naš] P[veter] Q[pa] R[tudi] S[zmagoslavje]T[.] 	Seveda <advmod so >advmod tu >nsubj (še <advmod druge <amod asociacije >appos (, <punct kot <case zlato <amod vino >conj (, <punct vinska <amod vrata) >conj (, <punct naš <det veter) >conj (pa <cc tudi <advmod zmagoslavje))) >punct .	
5686	ssj238.1569.5686	Igra teh pomenov, ki jih lahko izpeljemo iz imena, nas je spodbudila k delu, razvoju in želji, da odpremo ta vinska vrata in ponudimo naša zlata vina, je povedal Matjaž Berce, ki se je skupaj s Tadejem Pavlico in Davidom Rijavcem pred tremi leti odločil za skupen nastop na domačem in tujih trgih.	60	60	yes	3.38	3.3846153846153846	3.38	yes	2.08	2.0759102476416187	2.08	yes	8	8	yes	6.00	6	yes	3.00	3	yes	2.00	2.0	2.00	yes	A[Igra] B[teh] C[pomenov]D[,] E[ki] F[jih] G[lahko] H[izpeljemo] I[iz] J[imena]K[,] L[nas] M[je] N[spodbudila] O[k] P[delu]Q[,] R[razvoju] S[in] T[želji]U[,] V[da] W[odpremo] X[ta] Y[vinska] Z[vrata] A[in] B[ponudimo] C[naša] D[zlata] E[vina]F[,] G[je] H[povedal] I[Matjaž] J[Berce]K[,] L[ki] M[se] N[je] O[skupaj] P[s] Q[Tadejem] R[Pavlico] S[in] T[Davidom] U[Rijavcem] V[pred] W[tremi] X[leti] Y[odločil] Z[za] A[skupen] B[nastop] C[na] D[domačem] E[in] F[tujih] G[trgih]H[.] 	(Igra >nmod (teh <det pomenov >acl (, <punct ki <mark jih <obj lahko <advmod izpeljemo >obl (iz <case imena) >punct ,))) <nsubj nas <obj je <aux spodbudila >obl (k <case delu >conj (, <punct razvoju) >conj (in <cc želji >acl (, <punct da <mark odpremo >obj (ta <det vinska <amod vrata) >conj (in <cc ponudimo >obj (naša <det zlata <amod vina))))) >parataxis (, <punct je <aux povedal >nsubj (Matjaž >flat Berce >acl (, <punct ki <mark se <expl je <aux (skupaj <advmod s <case Tadejem >flat Pavlico >conj (in <cc Davidom >flat Rijavcem)) <obl (pred <case tremi <nummod leti) <obl odločil >obl (za <case skupen <amod nastop >nmod (na <case domačem >conj (in <cc tujih <amod trgih)))))) >punct .	
5687	ssj238.1570.5687	Tako je vodstvu Galerije Božidar Jakac, ki danes domuje za samostanskimi zidovi, v minulih letih med drugim uspelo povsem obnoviti porušeno samostansko cerkev ter nekatere druge močno poškodovane objekte, lani pa so končali obsežno delo, prekrili so streho, obnovili baročno kuliso ter začeli z večjimi obnovitvenimi deli v nekdanjem samostanskem mlinu.	57	57	yes	3.90	3.9	3.90	yes	2.09	2.0929010863554676	2.09	yes	6	6	yes	7.00	7	yes	5.00	5	yes	1.40	1.4	1.40	yes	A[Tako] B[je] C[vodstvu] D[Galerije] E[Božidar] F[Jakac]G[,] H[ki] I[danes] J[domuje] K[za] L[samostanskimi] M[zidovi]N[,] O[v] P[minulih] Q[letih] R[med] S[drugim] T[uspelo] U[povsem] V[obnoviti] W[porušeno] X[samostansko] Y[cerkev] Z[ter] A[nekatere] B[druge] C[močno] D[poškodovane] E[objekte]F[,] G[lani] H[pa] I[so] J[končali] K[obsežno] L[delo]M[,] N[prekrili] O[so] P[streho]Q[,] R[obnovili] S[baročno] T[kuliso] U[ter] V[začeli] W[z] X[večjimi] Y[obnovitvenimi] Z[deli] A[v] B[nekdanjem] C[samostanskem] D[mlinu]E[.] 	je <aux (vodstvu >nmod (Galerije >nmod (Božidar >flat Jakac) >acl (, <punct ki <mark danes <advmod domuje >obl (za <case samostanskimi <amod zidovi) >punct ,))) <obj uspelo >csubj (Tako <advmod (v <case minulih <amod letih) <obl (med <case drugim) <obl povsem <advmod obnoviti >obj (porušeno <amod samostansko <amod cerkev >conj (ter <cc nekatere <det druge <amod (močno <advmod poškodovane) <amod objekte))) >parataxis (, <punct lani <advmod pa <advmod so <aux končali >obj (obsežno <amod delo) >conj (, <punct prekrili >aux so >obj streho) >conj (, <punct obnovili >obj (baročno <amod kuliso)) >conj (ter <cc začeli >obl (z <case večjimi <amod obnovitvenimi <amod deli) >obl (v <case nekdanjem <amod samostanskem <amod mlinu))) >punct .	
5688	ssj238.1570.5688	Slednji velja za najstarejšo ohranjeno gotsko stavbo pri nas.	10	10	yes	2.38	2.375	2.38	yes	0.52	0.5212969236332861	0.52	yes	4	4	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Slednji] B[velja] C[za] D[najstarejšo] E[ohranjeno] F[gotsko] G[stavbo] H[pri] I[nas]J[.] 	Slednji <nsubj velja >xcomp (za <case najstarejšo <amod ohranjeno <amod gotsko <amod stavbo >nmod (pri <case nas)) >punct .	
5689	ssj238.1571.5689	V razredu do 500 ccm je bila dirka začasno prekinjena, zato so čase seštevali	15	15	yes	2.77	2.769230769230769	2.77	yes	1.42	1.415197644233218	1.42	yes	4	4	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[V] B[razredu] C[do] D[500] E[ccm] F[je] G[bila] H[dirka] I[začasno] J[prekinjena]K[,] L[zato] M[so] N[čase] O[seštevali] 	(V <case razredu >nmod (do <case 500 <nummod ccm)) <obl je <aux bila <cop dirka <nsubj začasno <advmod prekinjena >conj (, <punct zato <cc so <aux čase <obj seštevali)	
5690	ssj238.1572.5690	RIO DE JANEIRO, 5. - Zadnja dirka letošnjega motociklističnega svetovnega prvenstva je minila v znamenju boja za edino še nepodeljeno lovoriko.	23	23	yes	2.95	2.9473684210526314	2.95	yes	1.71	1.7108354428221408	1.71	yes	6	6	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[RIO] B[DE] C[JANEIRO]D[,] E[5.] F[-] G[Zadnja] H[dirka] I[letošnjega] J[motociklističnega] K[svetovnega] L[prvenstva] M[je] N[minila] O[v] P[znamenju] Q[boja] R[za] S[edino] T[še] U[nepodeljeno] V[lovoriko]W[.] 	(RIO >flat DE >flat JANEIRO >nummod (, <punct 5.) >punct -) <parataxis (Zadnja <amod dirka >nmod (letošnjega <amod motociklističnega <amod svetovnega <amod prvenstva)) <nsubj je <aux minila >obl (v <case znamenju >nmod (boja >nmod (za <case edino <amod (še <advmod nepodeljeno) <amod lovoriko))) >punct .	
5691	ssj238.1572.5691	"Naslova svetovnega prvaka v razredu do 125 kubičnih centimetrov se je veselil Manuel Poggiali (San Marino), ki mu je zadoščalo že peto mesto na sobotni dirki za ""Veliko nagrado Brazilije"" v Riu de Janeiru."	40	40	yes	2.67	2.6666666666666665	2.67	yes	2.01	2.009877852615514	2.01	yes	7	7	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	"A[Naslova] B[svetovnega] C[prvaka] D[v] E[razredu] F[do] G[125] H[kubičnih] I[centimetrov] J[se] K[je] L[veselil] M[Manuel] N[Poggiali] O[(]P[San] Q[Marino]R[)]S[,] T[ki] U[mu] V[je] W[zadoščalo] X[že] Y[peto] Z[mesto] A[na] B[sobotni] C[dirki] D[za] E[""]F[Veliko] G[nagrado] H[Brazilije]I[""] J[v] K[Riu] L[de] M[Janeiru]N[.] "	"(Naslova >nmod (svetovnega <amod prvaka >nmod (v <case razredu >nmod (do <case 125 <nummod kubičnih <amod centimetrov)))) <obj se <expl je <aux veselil >nsubj (Manuel >flat Poggiali >appos (( <punct San >flat Marino >punct )) >acl (, <punct ki <mark mu <obj je <aux zadoščalo >nsubj (že <advmod peto <amod mesto) >obl (na <case sobotni <amod dirki >nmod (za <case "" <punct Veliko <amod nagrado >nmod Brazilije >punct "") >nmod (v <case Riu >nmod (de <nmod Janeiru))))) >punct ."	
5692	ssj238.1572.5692	V razredih do 250 in 500 ccm je bilo vse odločeno že pred zadnjo dirko: v četrtlitrskem je Japonec Daijiro Kato le še potrdil premoč z enajsto letošnjo zmago, v kraljevskem pa so dirko zaradi dežja prekinili, po razburljivem finišu pa je Valentino Rossi za las ugnal Carlosa Checo.	53	53	yes	3.77	3.7708333333333335	3.77	yes	1.81	1.8072521214951958	1.81	yes	6	6	yes	4.00	4	yes	4.00	4	yes	1.00	1.0	1.00	yes	A[V] B[razredih] C[do] D[250] E[in] F[500] G[ccm] H[je] I[bilo] J[vse] K[odločeno] L[že] M[pred] N[zadnjo] O[dirko]P[:] Q[v] R[četrtlitrskem] S[je] T[Japonec] U[Daijiro] V[Kato] W[le] X[še] Y[potrdil] Z[premoč] A[z] B[enajsto] C[letošnjo] D[zmago]E[,] F[v] G[kraljevskem] H[pa] I[so] J[dirko] K[zaradi] L[dežja] M[prekinili]N[,] O[po] P[razburljivem] Q[finišu] R[pa] S[je] T[Valentino] U[Rossi] V[za] W[las] X[ugnal] Y[Carlosa] Z[Checo]A[.] 	(V <case razredih >nmod (do <case (250 >conj (in <cc 500)) <nummod ccm)) <obl je <aux bilo <cop vse <nsubj odločeno >obl (že <advmod pred <case zadnjo <amod dirko) >parataxis (: <punct (v <case četrtlitrskem) <obl je <aux (Japonec >nmod (Daijiro >flat Kato)) <nsubj le <advmod še <advmod potrdil >obj premoč >obl (z <case enajsto <amod letošnjo <amod zmago) >parataxis (, <punct (v <case kraljevskem) <obl pa <advmod so <aux dirko <obj (zaradi <case dežja) <obl prekinili) >parataxis (, <punct (po <case razburljivem <amod finišu) <obl pa <advmod je <aux (Valentino >flat Rossi) <nsubj (za <case las) <obl ugnal >obj (Carlosa >flat Checo))) >punct .	
5693	ssj239.1573.5693	In kaj je z znamko Smart?	7	7	yes	1.40	1.4	1.40	yes	1.02	1.017552863929892	1.02	yes	3	3	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[In] B[kaj] C[je] D[z] E[znamko] F[Smart]G[?] 	In <cc kaj <nsubj je >obl (z <case znamko >nmod Smart) >punct ?	
5694	ssj239.1573.5694	Bila je tik pred tem, da jo nezadovoljni šefi DaimlerChryslerja kar zapro.	14	14	yes	3.00	3.0	3.00	yes	0.10	0.10033534773107555	0.10	yes	5	5	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[Bila] B[je] C[tik] D[pred] E[tem]F[,] G[da] H[jo] I[nezadovoljni] J[šefi] K[DaimlerChryslerja] L[kar] M[zapro]N[.] 	Bila >aux je >obl (tik <advmod pred <case tem >acl (, <punct da <mark jo <obj (nezadovoljni <amod šefi >nmod DaimlerChryslerja) <nsubj kar <advmod zapro)) >punct .	
5695	ssj239.1573.5695	A ker so pri tem nemško-ameriškem avtomobilskem gigantu v precej nenavadne marketinške prijeme že doslej vložili veliko, bi bilo škoda ves denar na hitrico vreči stran.	30	30	yes	4.15	4.153846153846154	4.15	yes	1.77	1.7727606878725781	1.77	yes	6	6	yes	3.00	3	yes	1.00	1	yes	3.00	3.0	3.00	yes	A[A] B[ker] C[so] D[pri] E[tem] F[nemško]G[-]H[ameriškem] I[avtomobilskem] J[gigantu] K[v] L[precej] M[nenavadne] N[marketinške] O[prijeme] P[že] Q[doslej] R[vložili] S[veliko]T[,] U[bi] V[bilo] W[škoda] X[ves] Y[denar] Z[na] A[hitrico] B[vreči] C[stran]D[.] 	(A <cc ker <mark so <aux (pri <case tem <det (nemško >conj (- <punct ameriškem)) <amod avtomobilskem <amod gigantu) <obl (v <case (precej <advmod nenavadne) <amod marketinške <amod prijeme) <obl (že <advmod doslej) <advmod vložili >advmod veliko >punct ,) <advcl bi <aux bilo <cop škoda >csubj ((ves <det denar) <obj (na <case hitrico) <obl vreči >advmod stran) >punct .	
5696	ssj239.1573.5696	Zdaj je Smart rešen, od prihodnjega leta pa v programu ostajata še Fortwo in Forfour.	17	17	yes	2.29	2.2857142857142856	2.29	yes	1.19	1.1859972721831067	1.19	yes	5	5	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[Zdaj] B[je] C[Smart] D[rešen]E[,] F[od] G[prihodnjega] H[leta] I[pa] J[v] K[programu] L[ostajata] M[še] N[Fortwo] O[in] P[Forfour]Q[.] 	Zdaj <advmod je <cop Smart <nsubj rešen >parataxis (, <punct (od <case prihodnjega <amod leta) <obl pa <advmod (v <case programu) <obl ostajata >nsubj (še <advmod Fortwo >conj (in <cc Forfour))) >punct .	
5697	ssj239.1573.5697	Razvoj novega Formore so ustavili, Roadster pa bodo izdelovali le še letos.	14	14	yes	2.27	2.272727272727273	2.27	yes	1.18	1.1826860405464052	1.18	yes	4	4	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[Razvoj] B[novega] C[Formore] D[so] E[ustavili]F[,] G[Roadster] H[pa] I[bodo] J[izdelovali] K[le] L[še] M[letos]N[.] 	(Razvoj >nmod (novega <amod Formore)) <obj so <aux ustavili >parataxis (, <punct Roadster <obj pa <advmod bodo <aux izdelovali >advmod le >advmod še >advmod letos) >punct .	
5698	ssj239.1573.5698	In kdo naj verjame, da bo to zadnji zdravilni poseg velikega Schrempa, predsednika DaimlerChryslerja?	17	17	yes	2.62	2.6153846153846154	2.62	yes	1.01	1.014210692136089	1.01	yes	5	5	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[In] B[kdo] C[naj] D[verjame]E[,] F[da] G[bo] H[to] I[zadnji] J[zdravilni] K[poseg] L[velikega] M[Schrempa]N[,] O[predsednika] P[DaimlerChryslerja]Q[?] 	In <cc kdo <nsubj naj <advmod verjame >ccomp (, <punct da <mark bo <cop to <nsubj zadnji <amod zdravilni <amod poseg >nmod (velikega <amod Schrempa >appos (, <punct predsednika >nmod DaimlerChryslerja))) >punct ?	
