row_no,sent_id,sentence,STARK Number of nodes,SyntComplex # tokens,nodes match?,STARK MDD,SyntComplex MDD raw,SyntComplex MDD rounded like STARK,MDD match?,STARK NDD,SyntComplex NDD raw,SyntComplex NDD rounded like STARK,NDD match?,STARK Max depth,SyntComplex MAXIMUM_TREE_DEPTH,Max depth match?,STARK N clauses,SyntComplex # clauses,N clauses match?,STARK N T-units,SyntComplex # T-units,N T-units match?,STARK Clauses/T-unit,SyntComplex Clauses/T-unit raw,SyntComplex Clauses/T-unit rounded like STARK,Clauses/T-unit match?,STARK example,STARK tree,mismatch note
611,ssj528.2780.9896,"Tu so: voda, zemlja, sonce in zrak.",11,11,yes,2.67,2.6666666666666665,2.67,yes,0.26,0.2616240718822739,0.26,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Tu] B[so]C[:] D[voda]E[,] F[zemlja]G[,] H[sonce] I[in] J[zrak]K[.] ","Tu <advmod so >nsubj (: <punct voda >conj (, <punct zemlja) >conj (, <punct sonce) >conj (in <cc zrak)) >punct .",
612,ssj528.2781.9897,"Je veja naravne medicine, ki postavlja diagnoze in postopke zdravljenja za različne nevšečnosti, pri čemer uporablja zdravila rastlinskega, mineralnega ali živalskega izvora.",26,26,yes,2.76,2.761904761904762,2.76,yes,0.85,0.8529142363186878,0.85,yes,7,7,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Je] B[veja] C[naravne] D[medicine]E[,] F[ki] G[postavlja] H[diagnoze] I[in] J[postopke] K[zdravljenja] L[za] M[različne] N[nevšečnosti]O[,] P[pri] Q[čemer] R[uporablja] S[zdravila] T[rastlinskega]U[,] V[mineralnega] W[ali] X[živalskega] Y[izvora]Z[.] ","Je <cop veja >nmod (naravne <amod medicine) >acl (, <punct ki <mark postavlja >obj (diagnoze >conj (in <cc postopke >nmod (zdravljenja >nmod (za <case različne <amod nevšečnosti))))) >parataxis (, <punct (pri <case čemer) <obl uporablja >obj (zdravila >nmod ((rastlinskega >conj (, <punct mineralnega) >conj (ali <cc živalskega)) <amod izvora))) >punct .",
613,ssj528.2782.9898,"• Organizem se ne odzove tako močno, ker - za razliko od tradicionalne medicine, s katero se osredotočamo pretežno na hitro odpravljanje simptomov - je v tem primeru okrevanje globoko in celotno.",35,35,yes,4.21,4.214285714285714,4.21,yes,1.03,1.0323410970141913,1.03,yes,7,7,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[•] B[Organizem] C[se] D[ne] E[odzove] F[tako] G[močno]H[,] I[ker] J[-] K[za] L[razliko] M[od] N[tradicionalne] O[medicine]P[,] Q[s] R[katero] S[se] T[osredotočamo] U[pretežno] V[na] W[hitro] X[odpravljanje] Y[simptomov] Z[-] A[je] B[v] C[tem] D[primeru] E[okrevanje] F[globoko] G[in] H[celotno]I[.] ","• <punct Organizem <nsubj se <expl ne <advmod odzove >advmod (tako <advmod močno) >advcl (, <punct ker <mark (- <punct za <case razliko >nmod (od <case tradicionalne <amod medicine >acl (, <punct (s <case katero) <obl se <expl osredotočamo >advmod pretežno >obl (na <case hitro <amod odpravljanje >nmod simptomov))) >punct -) <obl je <cop (v <case tem <det primeru) <obl okrevanje <nsubj globoko >conj (in <cc celotno)) >punct .",
614,ssj528.2783.9899,"Da rastline preoblikujemo v fitoterapevtska zdravila, jih obdelujemo po različnih postopkih.",13,13,yes,2.20,2.2,2.20,yes,1.46,1.4614474748008623,1.46,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Da] B[rastline] C[preoblikujemo] D[v] E[fitoterapevtska] F[zdravila]G[,] H[jih] I[obdelujemo] J[po] K[različnih] L[postopkih]M[.] ","(Da <mark rastline <obj preoblikujemo >obl (v <case fitoterapevtska <amod zdravila) >punct ,) <advcl jih <obj obdelujemo >obl (po <case različnih <amod postopkih) >punct .",
615,ssj529.2784.9900,"Spoštovani gospod predsednik, spoštovane poslanke in poslanci, predstavniki Vlade!",12,12,yes,2.38,2.375,2.38,yes,0.52,0.5212969236332861,0.52,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Spoštovani] B[gospod] C[predsednik]D[,] E[spoštovane] F[poslanke] G[in] H[poslanci]I[,] J[predstavniki] K[Vlade]L[!] ","Spoštovani <amod gospod >nmod predsednik >conj (, <punct spoštovane <amod poslanke >conj (in <cc poslanci)) >conj (, <punct predstavniki >nmod Vlade) >punct !",
616,ssj529.2784.9901,"Poslanska skupina je predlagala, da na to izredno sejo Državnega zbora uvrstimo najprej vprašanje interpelacije v zvezi z delom ministrstva oziroma ministra za gospodarstvo.",26,26,yes,2.13,2.130434782608696,2.13,yes,1.50,1.504568206343043,1.50,yes,10,10,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Poslanska] B[skupina] C[je] D[predlagala]E[,] F[da] G[na] H[to] I[izredno] J[sejo] K[Državnega] L[zbora] M[uvrstimo] N[najprej] O[vprašanje] P[interpelacije] Q[v] R[zvezi] S[z] T[delom] U[ministrstva] V[oziroma] W[ministra] X[za] Y[gospodarstvo]Z[.] ","(Poslanska <amod skupina) <nsubj je <aux predlagala >ccomp (, <punct da <mark (na <case to <det izredno <amod sejo >nmod (Državnega <amod zbora)) <obl uvrstimo >advmod najprej >obj (vprašanje >nmod (interpelacije >nmod (v <case zvezi >nmod (z <case delom >nmod (ministrstva >conj (oziroma <cc ministra >nmod (za <case gospodarstvo)))))))) >punct .",
617,ssj529.2784.9902,Zakaj smo to predlagali oziroma predlagamo?,7,7,yes,1.80,1.8,1.80,yes,0.91,0.9100794718748765,0.91,yes,3,3,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,A[Zakaj] B[smo] C[to] D[predlagali] E[oziroma] F[predlagamo]G[?] ,Zakaj <advmod smo <aux to <obj predlagali >conj (oziroma <cc predlagamo) >punct ?,
618,ssj529.2784.9903,"Zaradi tega, ker smo prepričani, da bi razjasnitev tega vprašanja omogočila boljšo, zlasti pa nepolitizirano razpravo o TAM-u kot gospodarskem subjektu.",25,25,yes,2.85,2.85,2.85,yes,0.80,0.797120732776409,0.80,yes,7,7,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Zaradi] B[tega]C[,] D[ker] E[smo] F[prepričani]G[,] H[da] I[bi] J[razjasnitev] K[tega] L[vprašanja] M[omogočila] N[boljšo]O[,] P[zlasti] Q[pa] R[nepolitizirano] S[razpravo] T[o] U[TAM-u] V[kot] W[gospodarskem] X[subjektu]Y[.] ","Zaradi <case tega >acl (, <punct ker <mark smo <cop prepričani >ccomp (, <punct da <mark bi <aux (razjasnitev >nmod (tega <det vprašanja)) <nsubj omogočila >obj ((boljšo >conj (, <punct zlasti <advmod pa <advmod nepolitizirano)) <amod razpravo >nmod (o <case TAM-u >obl (kot <case gospodarskem <amod subjektu))))) >punct .",
619,ssj529.2784.9904,"Prepričani smo, da bi bila to veliko boljša pot, da bi lažje prišli, če bi se za to pot odločili, do boljših rešitev pri TAM-u.",30,30,yes,4.08,4.083333333333333,4.08,yes,0.18,0.18211326685134646,0.18,yes,6,6,yes,4.00,4,yes,1.00,1,yes,4.00,4.0,4.00,yes,"A[Prepričani] B[smo]C[,] D[da] E[bi] F[bila] G[to] H[veliko] I[boljša] J[pot]K[,] L[da] M[bi] N[lažje] O[prišli]P[,] Q[če] R[bi] S[se] T[za] U[to] V[pot] W[odločili]X[,] Y[do] Z[boljših] A[rešitev] B[pri] C[TAM-u]D[.] ","Prepričani >cop smo >ccomp (, <punct da <mark bi <aux bila <cop to <nsubj (veliko <advmod boljša) <amod pot >acl (, <punct da <mark bi <aux lažje <advmod prišli >advcl (, <punct če <mark bi <aux se <expl (za <case to <det pot) <obl odločili >punct ,) >obl (do <case boljših <amod rešitev) >obl (pri <case TAM-u))) >punct .",
620,ssj529.2784.9905,Zato naš predlog ostaja.,5,5,yes,1.67,1.6666666666666667,1.67,yes,0.73,0.7316277011280093,0.73,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Zato] B[naš] C[predlog] D[ostaja]E[.] ,Zato <cc (naš <det predlog) <nsubj ostaja >punct .,
621,ssj529.2784.9906,Hvala lepa.,3,3,yes,1.00,1.0,1.00,yes,0.00,0.0,0.00,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Hvala] B[lepa]C[.] ,Hvala >amod lepa >punct .,
622,ssj529.2785.9907,"Je pa pri odločanju o spremembi tega zakona prišlo do prav čudne situacije, da smo dobili v odločanje zakon, ki povečuje finančno obveznost države in ki v posledici omogoča odprodaje delov tega sistema brez obveznosti, kar meče čudno luč na samo smer, v katero naj bi se ta sanacija vodila.",55,55,yes,3.24,3.2448979591836733,3.24,yes,1.87,1.8674385336138182,1.87,yes,10,10,yes,6.00,6,yes,3.00,3,yes,2.00,2.0,2.00,yes,"A[Je] B[pa] C[pri] D[odločanju] E[o] F[spremembi] G[tega] H[zakona] I[prišlo] J[do] K[prav] L[čudne] M[situacije]N[,] O[da] P[smo] Q[dobili] R[v] S[odločanje] T[zakon]U[,] V[ki] W[povečuje] X[finančno] Y[obveznost] Z[države] A[in] B[ki] C[v] D[posledici] E[omogoča] F[odprodaje] G[delov] H[tega] I[sistema] J[brez] K[obveznosti]L[,] M[kar] N[meče] O[čudno] P[luč] Q[na] R[samo] S[smer]T[,] U[v] V[katero] W[naj] X[bi] Y[se] Z[ta] A[sanacija] B[vodila]C[.] ","Je <aux pa <advmod (pri <case odločanju >nmod (o <case spremembi >nmod (tega <det zakona))) <obl prišlo >obl (do <case (prav <advmod čudne) <amod situacije >acl (, <punct da <mark smo <aux dobili >obl (v <case odločanje) >obj (zakon >acl (, <punct ki <mark povečuje >obj (finančno <amod obveznost >nmod države) >conj (in <cc ki <mark (v <case posledici) <obl omogoča >obj (odprodaje >nmod (delov >nmod (tega <det sistema))) >obl (brez <case obveznosti)))))) >parataxis (, <punct kar <nsubj meče >obj (čudno <amod luč) >obl (na <case samo <amod smer >acl (, <punct (v <case katero) <obl naj <advmod bi <aux se <expl (ta <det sanacija) <nsubj vodila))) >punct .",
623,ssj529.2786.9908,In grem naprej.,4,4,yes,1.00,1.0,1.00,yes,0.69,0.6931471805599453,0.69,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[In] B[grem] C[naprej]D[.] ,In <cc grem >advmod naprej >punct .,
624,ssj529.2786.9909,"Kar me je pa najbolj zaprepadlo in sem zato še bolj pospešil, ko sem šel proti Ljubljani, je bilo to, da se je Državni zbor odločil, da ne sprejme predloga, ki je slučajno predlog naše stranke, da se poslanci seznanimo s sanacijskim programom oziroma z dokumentacijo.",53,53,yes,2.89,2.888888888888889,2.89,yes,1.74,1.7383390188139247,1.74,yes,11,11,yes,8.00,8,yes,3.00,3,yes,2.67,2.6666666666666665,2.67,yes,"A[Kar] B[me] C[je] D[pa] E[najbolj] F[zaprepadlo] G[in] H[sem] I[zato] J[še] K[bolj] L[pospešil]M[,] N[ko] O[sem] P[šel] Q[proti] R[Ljubljani]S[,] T[je] U[bilo] V[to]W[,] X[da] Y[se] Z[je] A[Državni] B[zbor] C[odločil]D[,] E[da] F[ne] G[sprejme] H[predloga]I[,] J[ki] K[je] L[slučajno] M[predlog] N[naše] O[stranke]P[,] Q[da] R[se] S[poslanci] T[seznanimo] U[s] V[sanacijskim] W[programom] X[oziroma] Y[z] Z[dokumentacijo]A[.] ","Kar <nsubj me <obj je <aux pa <advmod najbolj <advmod zaprepadlo >conj (in <cc sem <aux zato <advmod (še <advmod bolj) <advmod pospešil >ccomp (, <punct ko <mark sem <aux šel >obl (proti <case Ljubljani) >punct ,)) >parataxis (je <aux bilo >nsubj (to >acl (, <punct da <mark se <expl je <aux (Državni <amod zbor) <nsubj odločil >ccomp (, <punct da <mark ne <advmod sprejme >obj (predloga >acl (, <punct ki <mark je <cop slučajno <advmod predlog >nmod (naše <det stranke) >acl (, <punct da <mark se <expl poslanci <nsubj seznanimo >obl (s <case sanacijskim <amod programom >conj (oziroma <cc z <case dokumentacijo))))))))) >punct .",
625,ssj529.2786.9910,"Ja, to je nekaj nepojmljivega, ljudje, tukaj ste pa dvolični.",14,14,yes,3.00,3.0,3.00,yes,0.80,0.8047189562170503,0.80,yes,4,4,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,"A[Ja]B[,] C[to] D[je] E[nekaj] F[nepojmljivega]G[,] H[ljudje]I[,] J[tukaj] K[ste] L[pa] M[dvolični]N[.] ","(Ja >punct ,) <discourse to <nsubj je <cop nekaj >amod nepojmljivega >parataxis (, <punct (ljudje >punct ,) <vocative tukaj <advmod ste <cop pa <advmod dvolični) >punct .",
626,ssj529.2786.9911,"Včasih ste hoteli imeti vse papirje, zdaj pa ne.",11,11,yes,2.25,2.25,2.25,yes,0.78,0.778096698957644,0.78,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Včasih] B[ste] C[hoteli] D[imeti] E[vse] F[papirje]G[,] H[zdaj] I[pa] J[ne]K[.] ","ste <aux hoteli >xcomp (Včasih <advmod imeti >obj (vse <det papirje)) >parataxis (, <punct zdaj <orphan pa <orphan ne) >punct .",
627,ssj529.2786.9912,"Kar tako, miže bomo, kar glasovali bomo, pritiskali.",12,12,yes,2.29,2.2857142857142856,2.29,yes,0.95,0.9509954575602391,0.95,yes,3,3,yes,3.00,3,yes,3.00,3,yes,1.00,1.0,1.00,yes,"A[Kar] B[tako]C[,] D[miže] E[bomo]F[,] G[kar] H[glasovali] I[bomo]J[,] K[pritiskali]L[.] ","(Kar <advmod tako >punct ,) <advmod miže <advmod bomo >parataxis (, <punct kar <advmod glasovali >aux bomo) >parataxis (, <punct pritiskali) >punct .",
628,ssj529.2786.9913,"Ne, ne, to ni resno, to ni resno in predvsem tej polovici zgoraj levo in Liberalni demokraciji to ni v čast.",25,25,yes,3.30,3.3,3.30,yes,1.28,1.2768987428322176,1.28,yes,6,6,yes,3.00,3,yes,3.00,3,yes,1.00,1.0,1.00,yes,"A[Ne]B[,] C[ne]D[,] E[to] F[ni] G[resno]H[,] I[to] J[ni] K[resno] L[in] M[predvsem] N[tej] O[polovici] P[zgoraj] Q[levo] R[in] S[Liberalni] T[demokraciji] U[to] V[ni] W[v] X[čast]Y[.] ","Ne <discourse (, <punct ne >punct ,) <discourse to <nsubj ni <cop resno >parataxis (, <punct to <nsubj ni <cop resno >conj (in <cc (predvsem <advmod tej <det polovici >advmod (zgoraj <advmod levo) >conj (in <cc Liberalni <amod demokraciji)) <obj to <nsubj ni >obl (v <case čast))) >punct .",
629,ssj529.2786.9914,"Torej, mi se brez tega ne moremo odločati, ker bi v primeru, da se odločamo brez poznavanja te dokumentacije, bi se odločali na pamet.",29,29,yes,4.39,4.391304347826087,4.39,yes,1.13,1.127841577892383,1.13,yes,8,8,yes,4.00,4,yes,1.00,1,yes,4.00,4.0,4.00,yes,"A[Torej]B[,] C[mi] D[se] E[brez] F[tega] G[ne] H[moremo] I[odločati]J[,] K[ker] L[bi] M[v] N[primeru]O[,] P[da] Q[se] R[odločamo] S[brez] T[poznavanja] U[te] V[dokumentacije]W[,] X[bi] Y[se] Z[odločali] A[na] B[pamet]C[.] ","(Torej >punct ,) <discourse mi <nsubj ne <advmod moremo >xcomp (se <expl (brez <case tega) <obl odločati >advcl (, <punct ker <mark bi <aux (v <case primeru >acl (, <punct da <mark se <expl odločamo >obl (brez <case poznavanja >nmod (te <det dokumentacije)) >punct ,)) <obl bi <aux se <expl odločali >obl (na <case pamet))) >punct .",
630,ssj529.2786.9915,"Enkrat ste nas prevarali, drugič nas ne boste.",10,10,yes,2.43,2.4285714285714284,2.43,yes,0.78,0.7787990600866994,0.78,yes,3,3,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,"A[Enkrat] B[ste] C[nas] D[prevarali]E[,] F[drugič] G[nas] H[ne] I[boste]J[.] ","Enkrat <advmod ste <aux nas <obj prevarali >parataxis (, <punct drugič <advmod nas <obl ne <advmod boste) >punct .",
631,ssj529.2786.9916,Mene ne boste.,4,4,yes,1.50,1.5,1.50,yes,0.49,0.49041462650586304,0.49,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Mene] B[ne] C[boste]D[.] ,Mene <obl ne <advmod boste >punct .,
632,ssj529.2787.9917,"Spoštovani predsednik, spoštovani zbor!",6,6,yes,1.67,1.6666666666666667,1.67,yes,0.39,0.38505411084803665,0.39,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Spoštovani] B[predsednik]C[,] D[spoštovani] E[zbor]F[!] ","Spoštovani <amod predsednik >conj (, <punct spoštovani <amod zbor) >punct !",
633,ssj529.2787.9918,"Že nekaj časa sem prosil za besedo, ampak bom tako kratek, kot da bi imel repliko.",19,19,yes,2.20,2.2,2.20,yes,1.37,1.3702866964038851,1.37,yes,5,5,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Že] B[nekaj] C[časa] D[sem] E[prosil] F[za] G[besedo]H[,] I[ampak] J[bom] K[tako] L[kratek]M[,] N[kot] O[da] P[bi] Q[imel] R[repliko]S[.] ","(Že <advmod nekaj <det časa) <obl sem <aux prosil >obl (za <case besedo) >conj (, <punct ampak <cc bom <cop tako <advmod kratek >advcl (, <punct (kot >fixed da) <mark bi <aux imel >obj repliko)) >punct .",
634,ssj529.2787.9919,"Ker poslanci Združene liste in Liberalnih demokratov nočete, da bi na tej seji sodeloval tudi predsednik Vlade - zgleda, da ga nočete poslušati - sem se vendarle odločil, da se oglasim in povem tisto, ker pač moramo vse povedati, kar kdo ve, da bi morda zbrali skupaj nekaj, kar bi bilo lahko tudi blizu resnici, če namreč nočemo, večina noče dobiti ali zahtevati ustreznih informacij pred odločanjem.",77,77,yes,3.05,3.046875,3.05,yes,2.67,2.665923757306839,2.67,yes,11,11,yes,17.00,17,yes,5.00,5,yes,3.40,3.4,3.40,yes,"A[Ker] B[poslanci] C[Združene] D[liste] E[in] F[Liberalnih] G[demokratov] H[nočete]I[,] J[da] K[bi] L[na] M[tej] N[seji] O[sodeloval] P[tudi] Q[predsednik] R[Vlade] S[-] T[zgleda]U[,] V[da] W[ga] X[nočete] Y[poslušati] Z[-] A[sem] B[se] C[vendarle] D[odločil]E[,] F[da] G[se] H[oglasim] I[in] J[povem] K[tisto]L[,] M[ker] N[pač] O[moramo] P[vse] Q[povedati]R[,] S[kar] T[kdo] U[ve]V[,] W[da] X[bi] Y[morda] Z[zbrali] A[skupaj] B[nekaj]C[,] D[kar] E[bi] F[bilo] G[lahko] H[tudi] I[blizu] J[resnici]K[,] L[če] M[namreč] N[nočemo]O[,] P[večina] Q[noče] R[dobiti] S[ali] T[zahtevati] U[ustreznih] V[informacij] W[pred] X[odločanjem]Y[.] ","(Ker <mark (poslanci >nmod (Združene <amod liste >conj (in <cc Liberalnih <amod demokratov))) <nsubj nočete >ccomp (, <punct da <mark bi <aux (na <case tej <det seji) <obl sodeloval >nsubj (tudi <advmod predsednik >nmod Vlade)) >parataxis (- <punct zgleda >csubj (, <punct da <mark nočete >xcomp (ga <obj poslušati)) >punct -)) <advcl sem <aux se <expl vendarle <advmod odločil >ccomp (, <punct da <mark se <expl oglasim >conj (in <cc povem >obj tisto >advcl (, <punct ker <mark pač <advmod moramo >xcomp ((vse >acl (, <punct kar <obj kdo <nsubj ve)) <obj povedati >advcl (, <punct da <mark bi <aux morda <advmod zbrali >advmod skupaj >obj (nekaj >acl (, <punct kar <obj bi <aux bilo >advmod lahko >advmod tudi >obl (blizu <case resnici))) >advcl (, <punct če <mark namreč <advmod nočemo >parataxis (, <punct večina <nsubj noče >xcomp (dobiti >conj (ali <cc zahtevati) >obj (ustreznih <amod informacij) >obl (pred <case odločanjem))))))))) >punct .",
635,ssj529.2788.9920,"Moram reči tudi to, da smo ob dokončnem sanacijskem programu govorili o prisilni poravnavi.",16,16,yes,2.77,2.769230769230769,2.77,yes,0.26,0.26390509773619514,0.26,yes,6,6,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Moram] B[reči] C[tudi] D[to]E[,] F[da] G[smo] H[ob] I[dokončnem] J[sanacijskem] K[programu] L[govorili] M[o] N[prisilni] O[poravnavi]P[.] ","Moram >xcomp (reči >obj (tudi <advmod to >acl (, <punct da <mark smo <aux (ob <case dokončnem <amod sanacijskem <amod programu) <obl govorili >obl (o <case prisilni <amod poravnavi)))) >punct .",
636,ssj529.2788.9921,"O stečaju, je danes prepozno govoriti.",8,8,yes,2.40,2.4,2.40,yes,0.62,0.6223973994230957,0.62,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[O] B[stečaju]C[,] D[je] E[danes] F[prepozno] G[govoriti]H[.] ",", <punct je >csubj ((O <case stečaju) <obl danes <advmod prepozno <advmod govoriti) >punct .",
637,ssj529.2788.9922,O njemu bi morali govoriti takrat aprila leta 1995.,10,10,yes,1.38,1.375,1.38,yes,1.41,1.4144142202813288,1.41,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,A[O] B[njemu] C[bi] D[morali] E[govoriti] F[takrat] G[aprila] H[leta] I[1995]J[.] ,bi <aux morali >xcomp ((O <case njemu) <obl govoriti >advmod takrat >obl (aprila >nmod (leta >nummod 1995))) >punct .,
638,ssj529.2788.9923,V tem trenutku je smiselno govoriti o prisilni poravnavi.,10,10,yes,1.75,1.75,1.75,yes,1.28,1.2848239391215455,1.28,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,A[V] B[tem] C[trenutku] D[je] E[smiselno] F[govoriti] G[o] H[prisilni] I[poravnavi]J[.] ,je <cop smiselno >csubj ((V <case tem <det trenutku) <obl govoriti >obl (o <case prisilni <amod poravnavi)) >punct .,
639,ssj529.2788.9924,"Prisilna poravnava bi seveda pomenila, da zmanjšamo obveznosti do dobaviteljev.",12,12,yes,1.67,1.6666666666666667,1.67,yes,1.39,1.3925056211191693,1.39,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Prisilna] B[poravnava] C[bi] D[seveda] E[pomenila]F[,] G[da] H[zmanjšamo] I[obveznosti] J[do] K[dobaviteljev]L[.] ","(Prisilna <amod poravnava) <nsubj bi <aux seveda <advmod pomenila >ccomp (, <punct da <mark zmanjšamo >obj (obveznosti >nmod (do <case dobaviteljev))) >punct .",
640,ssj529.2788.9925,"Teh obveznostih je približno za 14 milijard tolarjev in tudi bilanca gotovinskih tokov oziroma bilanca stanja načrtuje, da bi se te obveznosti znižale v bodoče od 14 milijard na približno 9 milijard tolarjev.",35,35,yes,3.06,3.0625,3.06,yes,1.16,1.1629425198630727,1.16,yes,6,6,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Teh] B[obveznostih] C[je] D[približno] E[za] F[14] G[milijard] H[tolarjev] I[in] J[tudi] K[bilanca] L[gotovinskih] M[tokov] N[oziroma] O[bilanca] P[stanja] Q[načrtuje]R[,] S[da] T[bi] U[se] V[te] W[obveznosti] X[znižale] Y[v] Z[bodoče] A[od] B[14] C[milijard] D[na] E[približno] F[9] G[milijard] H[tolarjev]I[.] ","(Teh <det obveznostih) <obl je >obl (približno <advmod za <case 14 <nummod milijard >nmod tolarjev) >conj (in <cc (tudi <advmod bilanca >nmod (gotovinskih <amod tokov) >conj (oziroma <cc bilanca >nmod stanja)) <nsubj načrtuje >ccomp (, <punct da <mark bi <aux se <expl (te <det obveznosti) <nsubj znižale >obl (v <case bodoče) >obl (od <case 14 <nummod milijard) >obl (na <case (približno <advmod 9) <nummod milijard >nmod tolarjev))) >punct .",
641,ssj529.2788.9926,"Pomeni, da se ne bi znižale na 0, ampak bi se na visoki ravni ohranile, kar pomeni, da bi dobavitelji še vedno, tudi v bodoče seveda financirali TAM.",34,34,yes,4.48,4.481481481481482,4.48,yes,0.15,0.1479647534097525,0.15,yes,6,6,yes,5.00,5,yes,3.00,3,yes,1.67,1.6666666666666667,1.67,yes,"A[Pomeni]B[,] C[da] D[se] E[ne] F[bi] G[znižale] H[na] I[0]J[,] K[ampak] L[bi] M[se] N[na] O[visoki] P[ravni] Q[ohranile]R[,] S[kar] T[pomeni]U[,] V[da] W[bi] X[dobavitelji] Y[še] Z[vedno]A[,] B[tudi] C[v] D[bodoče] E[seveda] F[financirali] G[TAM]H[.] ","Pomeni >ccomp (, <punct da <mark se <expl ne <advmod bi <aux znižale >obl (na <case 0) >conj (, <punct ampak <cc bi <aux se <expl (na <case visoki <amod ravni) <obl ohranile) >parataxis (, <punct kar <nsubj pomeni >ccomp (, <punct da <mark bi <aux dobavitelji <nsubj še <advmod vedno <advmod , <punct (tudi <advmod v <case bodoče) <obl seveda <advmod financirali >obj TAM))) >punct .",
642,ssj529.2788.9927,Prisilna poravnava bi seveda prekinila to zvezo z dobavitelji.,10,10,yes,1.62,1.625,1.62,yes,1.36,1.3589319112752674,1.36,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Prisilna] B[poravnava] C[bi] D[seveda] E[prekinila] F[to] G[zvezo] H[z] I[dobavitelji]J[.] ,(Prisilna <amod poravnava) <nsubj bi <aux seveda <advmod prekinila >obj (to <det zvezo >nmod (z <case dobavitelji)) >punct .,
643,ssj529.2788.9928,"Verjetno ne bi dosegli niti, torej soglasja dobaviteljev za to, da bi lahko nastala prisilna poravnava.",19,19,yes,2.20,2.2,2.20,yes,1.26,1.25871492074678,1.26,yes,6,6,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Verjetno] B[ne] C[bi] D[dosegli] E[niti]F[,] G[torej] H[soglasja] I[dobaviteljev] J[za] K[to]L[,] M[da] N[bi] O[lahko] P[nastala] Q[prisilna] R[poravnava]S[.] ","Verjetno <advmod ne <advmod bi <aux dosegli >advmod niti >punct , >advmod torej >obj (soglasja >nmod dobaviteljev >nmod (za <case to >acl (, <punct da <mark bi <aux lahko <advmod nastala >nsubj (prisilna <amod poravnava)))) >punct .",
644,ssj529.2788.9929,"In drugič, kar je zelo pomembno, v prisilni poravnavi bi morali recimo v dveh letih poravnati približno 60% obveznosti, kar TAM ni sposoben; tako da bi se seveda prisilna poravnava tako ali drugače končala v stečaju.",42,42,yes,3.97,3.9722222222222223,3.97,yes,1.69,1.6949084561550263,1.69,yes,5,5,yes,6.00,6,yes,5.00,5,yes,1.20,1.2,1.20,yes,"A[In] B[drugič]C[,] D[kar] E[je] F[zelo] G[pomembno]H[,] I[v] J[prisilni] K[poravnavi] L[bi] M[morali] N[recimo] O[v] P[dveh] Q[letih] R[poravnati] S[približno] T[60]U[%] V[obveznosti]W[,] X[kar] Y[TAM] Z[ni] A[sposoben]B[;] C[tako] D[da] E[bi] F[se] G[seveda] H[prisilna] I[poravnava] J[tako] K[ali] L[drugače] M[končala] N[v] O[stečaju]P[.] ","(In <cc drugič >punct ,) <discourse (kar <nsubj je <cop zelo <advmod pomembno >punct ,) <parataxis bi <aux morali >parataxis recimo >xcomp ((v <case prisilni <amod poravnavi) <obl (v <case dveh <nummod letih) <obl poravnati >obj ((približno <advmod 60) <nummod % >nmod obveznosti)) >parataxis (, <punct kar <obj TAM <nsubj ni <cop sposoben) >conj (; <punct (tako >fixed da) <cc bi <aux se <expl seveda <advmod (prisilna <amod poravnava) <nsubj (tako >conj (ali <cc drugače)) <advmod končala >obl (v <case stečaju)) >punct .",
